review,word count,char count,stopword count
"When I saw Starbelly's $15 lunch on the 2019 SF Restaurant Menu website, I thought it was a mistake. Once I arrived, however, I realized I was about to chow down on one of the week's best valued menus. AMBIANCE is lovely. I'm a huge fan of natural wood, and the space is full of it.  There's tables for 2-4 in the front of the restaurant, and bar seating available as well. From a glance, there's more seating in the back for larger parties (and outdoor seating as well). ORDERED House made chicken liver pate, fried chicken po' boy, salted caramel pot de creme with a cornmeal rosemary cookie ($15 total), and a delicious cocktail whose name I can't recall.FOOD was incredible. I loved the pate- probably the largest serving size I've received at a restaurant as well. The fried chicken sandwich was nice, light and crisp, and the pot de creme was the perfect way to end the meal.OVERALL Starbelly gets a filling four stars. Can't wait to come back and try their menu again soon!",177,980,55
"Starbelly brings all the boys to the yard.And they're like, it's better than yours.D**n right it's better than yours.They can teach you, but they have to charge.A particularly rainy evening brought my friend and I to this yard, specifically the back patio for some catching up over great food. I'd always eyed Starbelly in the many times I've been down to the 'Stro yet they escaped my mind after I stopped coming down here every weekend. Glad my friend suggested this place!We were seated and given menus by a particularly bubbly hostess. The back patio is quite nice with some viney foliage and nice shelter from an otherwise torrential rain (I've never lived in a tropical area so I imagine my depiction is a little over exaggerated). We had a nice little two seater which made for a very intimate conversation about all the trouble we'd been getting into. Even with the other diners talking rather loudly, we managed to be able to hear each other.The menu is smallish but I was able to zero in on some good vittles. I believe we settled on the Bread & Olive Oil to share which wasn't too filling, I appreciate that. My main however ended up being the Country style Italian sausage, soft polenta, sweet onions, peppers & tomato dish. Absolutely fresh and delicious as I expected it to be. I even ate it much slower than I usually do because I had a lot to say to my friend and he didn't need to be a recipient like a person in the front row of a Gallagher comedy show.All in all a great place that I want to come back to soon!!!",281,1531,117
"Visited this place while passing through on our way up to Napa. They were still serving their lunch/brunch menu. It was the middle of day, so it wasn't too busy! We opted for outdoor patio seating. Perfect day for outdoor dining at the time of visit. We ordered the Starbelly pizza which consisted of bacon, arugula, jalapeño and some green sauce on top. The pizza was tasty, gave it enough heat with the jalapeño. We also ordered the fried chicken po'boy sandwich. The slaw that came on it, was perfect. It's got heat, but not too much, as I can't handle heat as much as I used to...lol! Oh, this place was featured on Secret Eats with Adam Richman. They have an off the menu burger called Doc's Way Burger with bacon jam, chicken pâté. I would have ordered it, but was really craving pizza at the time.",148,804,55
"Had to update my previous review given recent food quality for pick-up orders. I know we're all living in uncertain times, and I'm pretty flexible all things considered--however, the quality of lettuce in the Bibb Lettuce Salad (aka Butter Lettuce Salad) was pretty bad. I also asked for a well done burger, and ended up having to cook it for about 10m longer on a cast iron griddle once I got it home. I also didn't get my dipping sauces for a large order of cold fries either (and I live pretty close to the restaurant). Starbelly is usually up on food quality, including what you pay for & preferences for meat preparation (come on, it's a burger), but after my last two orders, this most recent one shown in my images especially, I will not be ordering anytime soon.",140,770,51
"Such a cozy staple in the neighborhood. Their house-cured bacon and Starbelly Pizza are to die for! Delicious seasonal menu, and their french fries with dipping sauces are a delectable indulgence! Be sure to try their wedge salad if you're looking for something super fresh and tasty!",47,284,17
"5/10 experience and would say that's generous. In the city you can find way tastier and kinder restaurants. The food was decent (nothing special) but what it really lacked was the service. Servers were inattentive -- had to ask for everything: to order, where the food was (long wait), water, to pay, etc and each time waiters seemed quite bothered and unkind. Overall just regret choosing this place, especially as a local taking visitors.",74,440,27
"Let me start out by saying that this place is great for large groups with reservations online starting at  2 people and up. I've never had to endure the SF brunch starve here (where you wait so long you're either hangry or not hungry anymore), not even on a Saturday w/o reservation. ~Food~  This time - challah french toast: Oooo yum. I usually get an egg based brunch but the table next to me was chowing down on some french toast and I had to go with my gut. Thick fluffy challah toast with a generous dollop of fromage (which tasted like cream cheese + soft butter), homemade strawberry jam (perfect balance of sour and sweet), and some sprinkles of chopped up pistachios that completed the whole taste.sunnyside joe's: Food lava served on a mini sizzling pan. It's a combo of ground beef, spinach, cheese, and runny eggs. It's a hot mess so make sure you poke at it with your fork before you take the first bite. I've figured out that dipping the potatoes in it like it's a french onion dip is the best way to go. Another good combo of ingredients but I wish it came with toasted levain instead of potatoes as that would've been great to dip/spread with. Previous times - 2 farmhouse eggs: your standard breakfast plate, good but nothing crazycornmeal crusted fish tacos: already comes with a generous side salad (or you can sub for the starbelly salad for extra $), they're loaded tacos so be ready to get your hands dirty, fish was good and the spicy slaw gave it an extra kickStarbelly pizza: the pizza was a little underwhelming. It's a thin crust but it was limp, not crunchy. The arugula kind of just fell off of the pizza when you picked up a slice. Flavor was alright but the texture just really turned me off. ~Price/Quality/Quantity~  Brunch price here is on the lower side of the SF brunch scale. I would argue that it's because the portions are also slightly smaller, depending on the plate. For example the loco moco is $11 and it's the smallest plate out of the ""eggs"" section. ~Atmosphere/Service~On the outside, this place is tucked away from Market St with a tiny sign. But once you enter, it's open, airy, and hipster. They have a full bar indoors at the front of the restaurant for all you brunch alcoholics. The back has a covered/greenhouse style patio with seating for large groups. You can get a picnic experience without all the wind, heat, and flies. ~Bottom Line~Underrated brunch, interesting fusions, and perfect for groups.",437,2457,172
"This place is great for happy hour and weekend brunch. Always busy and always friendly. Nice cozy decor and comfy patio area: $20 for happy hour burger and a happy hour cocktail. I had the patio punch with gin and lavender; very good and very refreshing. Nile, the bartender was very friendly and very attentive. Their weekend brunch chilaquiles are off the hook. My 4 star review is based on the food not on the service. The burger was great, the fries not so much. Very tiny pieces; like the left over crumbles you find in the bottom of the frying basket weren't very appealing and seemed kind of dry. Superb device!",112,618,44
"I gave this place a second try.  My friends persuaded me to give it another try.  This time I got the chicken po boy with fries... my friends got the pizza, chicken and waffles, loco moco, and salad.  The best thing was the pizza.  Everything else was all underwhelming for all the hype this place has.  The po boy was really just a chicken sandwich with some cole slaw sandwiched in there.  It was lacking flavor with the batter and chicken regardless of the sauce on it.  The side of fries that came with it were in itty bitty pieces and a bit too crispy and also tasted plain.  I had to add some salt on there.  When I think of po boy I think of southern cooking so I was a bit thrown off.  However, this obviously was their interpretation of a po boy.My partner got a salad, but those are hard to mess up.The place is really nice and there is an outdoor patio, but this won't be my first choice for brunch in Castro.",177,920,73
Terrible service owner was not nice and not welcoming neither the host in the entrance !Had to leave the restaurant with terrible experience will not recommend this place at all.,30,178,14
"I recommend not getting the drinks because it's $9 for ~4oz of mimosa Overall, food was amazing, atmosphere is hip and vibrant with pop music, interesting light fixtures, and suave, modern wooden furniture. I got the chicken and waffles and fmu they were f'ing amazing. Sweet maple syrup atop crunchy chicken and waffles that melt in your mouth made me forget that it was $16 Very expensive, but very bougie. It's definitely getting a star for filling my belly. 4 out of 5.",83,473,31
"I sometimes forget about Starbelly. Which is a mistake. They are consistently consistent in offering good food and drinks. The back patio is a nice touch as well, especially for lunch",31,183,10
"I've been going here for years, and it is always delicious. I especially love the French Toast, Loco Moco, the spinach and egg dish, and the fries. the lavender lemonade is also very good",34,187,14
"I won't lie, I'm extremely behind in writing this review. Like, December 2017 behind.. With that being said, I recall my impressionable dining experience at Starbelly! The inside was very hip and gave off a great ambiance -- warm and welcoming. I felt ""cool"" while eating there, even though cool is subjective. Anyway, the restaurant was packed, so we decided to sit at the community table, which was a new adventure for us. Chloe was our server, who was pleasant. Though small, the menu offered a nice variety. We weren't very hungry, so our order was easy -- Allagash beer, veggie burger with a side of bacon, and warm bread with olive oil as a starter. The prices were moderate and the food quality was fabulous -- very fresh and tasty. Excluding tip, the bill was under $32.00. I look forward to visiting in the near future to see what their current menu has to offer! Update pending...",158,890,61
Nice place for brunch with outdoor seating and dog friendly! Everything I've had here has been amazing. The staff is very friendly and welcoming as well.,26,153,11
"I came with a friend for Sunday brunch and was able to get seated right away. I ordered the chicken and waffle while my friend got the sunnyside Joe's. We were both disappointed by his dish. It was just a basic egg, meat, cheese, onion and spinach dish with potatoes on the side. On the other hand, my chicken and waffles was absolutely scrumptious! It was perfectly crispy and flavorful. The only thing I didn't like was that the breading was not staying on and kept falling off too easily. I was eating a good but naked chicken the whole time. Service was mediocre. Our waitress was MIA the entire meal and the food took a really long time to come out.",122,654,51
"I'm glad we went back here. The gentleman in front was accommodating in giving us a table considering we didn't have a reservation on a Friday, days after the city opening up. Best mezza platter. My squid ink pasta with crab was delicious. Husband enjoyed his merguez sausage. Our waiter kept checking to see how we we're doing. I like that. We'll definitely be back.",65,367,20
I'll never know if their food was good or not. Host who clearly saw us arrived first but helped lighter people instead. Wanted to eat outdoor but she sat us inside. Sat down for 5 minutes and left.,38,197,12
"This restaurant reminded me of one of my favorite restaurants in Seattle, Herb and Biter. I loved the atmosphere and decor of the restaurant, and really liked the backs outdoor vibe yet fully inside seating area.I made reservations for 3 just to ensure we got a table, and did so only a few hours in advance. I got the time that I was hoping for. It got pretty busy with many walk-in's (we were near the front so I could easily see and hear), so if and when I go back I will make reservations again. That being said, I think you could be seated with little wait if you did not make a reservation.I ordered the margarita pizza and added chorizo, and I'm glad I did because it would have been a little underwhelming if I hadn't. The pizza had good flavor and I really liked the basil? which is weird because who says that, but it was memorable. The service was great! Our server was funny and helpful throughout the meal.My friends got the steak and the burger and they both really enjoyed their meals as well!",189,1008,78
"A GREAT hip brunch place in Castro!I love Starbelly! I came here for brunch and there was about an hour wait. We decided to wait and walked around Castro. I'm so glad that I waited because it was worth the wait! We ordered chicken&waffle, starbelly pizza and Prather's ranch skillet breakfast. The portion was more than enough for three ppl. Chicken and waffle was average. I think it's because I prefer crispy waffle but chicken was decent!  BUT their pizza and that skillet breakfast were sooo good! It seemed like every table has at least one of these! Pizza was amazing! Thin crust, generous amount of arugula with kick of jalapeños! I'd definitely get it next time maybe different flavor because I don't want to miss out! The service was outstanding. I accidentally left my to-go box there and one of staff ran outside to get me and hand me the box. That was so nice of them! Outstanding service, decent food and good vibes! I'd like to come here for dinner next time! Highly recommend it!",177,994,59
The food is really good and the staff are super friendly providing excellent service.,14,85,4
"Went for brunch ordered the chilaquiles and i received it and asked for extra salsa on the side assuming that there was some already on the food but the server said they don't have salsa. So i proceeded to taste it very bland and boring. Not the  chilaquiles i was expecting to get. And the container our water was in had black specks in it. And so we told another employee after we had paid about the food, waited for our Lyft and the server came out and was very hostile and rude to us stating that if we didn't like the food we should've said something and it's very rude towards them and proceeded to flip us off. Mind you he said it with attitude and aggression while i didn't say a word. I paid my tab and still tipped. Tab was expensive and not worth the price. Very unprofessional and rude. Will not return. Didn't catch his name but he has brown hair and a light complexion. Do not recommend at all.",174,908,90
"Outdoor/covered patio? +10 points just for that.My faves here are:Fries with dipping sauce trioSpaghetti, no bacon. Fresh jalapeño, al dente amazingness, tomato sauce, basil, Grana Padano. YUM.I had the warm toffee cake with mascarpone and medjool dates the last time I dropped in for lunch. WOW.Green tea. You get your own little French press action. Pour away. For brunch, I've enjoyed the pizzas (solid) and the chilaquiles (nice take on the original).Service is great.",74,472,20
"I keep coming back the chicken pate, which is only served during dinner, but if you're kind to the waiter and there close to dinner time, they may let your order it for lunch.  Kindness & friendliness can take you far in this town.",44,231,21
"Taste: 4.5Value: 3.5Note to world: many SF restaurant week deals, particularly lunch deals, appear to only be running on the weekend. It would be really helpful if restaurants posted that somewhere in their many advertisements of these promotions, especially if they're ONLY running a lunch special.To our disappointment, we arrived and found that out. Luckily, we didn't wait at all since we made a reservation on open table. And since we found good parking very closeby, we decided to try the brunch. Loco moco was just about the smallest brunch plate I have ever seen. A single patty on top of plain white rice with a sunny side egg. The marinade was some sort of sweet teriyaki and was nothing short of amazing, but not sure I would get this again. We also had the sunny side jo which is the ground beef patty (less flavorful than the loco moco one) in a bed of spinach and onions under two eggs. Potatoes too. A better value comparatively speaking. Service was quick but I almost felt rushed in trying to figure out my order as fast as he kept coming back to check in. Seemed like they just wanted people in and out with the lines though I did appreciate the fast food.",212,1174,80
"Came here to eat with some friends on a Saturday evening before heading to Brewcade down the straight. Such a cute and warm restaurant with a great food selection!We ordered the Garlic Crab Pizza, Mushroom Pizza, Spaghetti, Asian Pear Salad, and Pate with Bread. Every item we ordered was savory and truly delicious! Favorites of the night was the Garlic Crab Pizza, Spaghetti with Pork Belly (Very unique!) and of course the Pate! Our server was also really friendly and gave us a basket of extra bread when we were running low to dip our Pate in. Very attentive and great service!If you're hanging out in the Castro area, then definitely be sure to give Starbelly a try. I would love to come back to try their brunch, which also looks amazing!",132,745,50
"We started out with :TWO"" orders of the house-made **Chicken Liver Pâté, buttered bread, sweet onion marmalade & grain mustard. The birthday girls said she could just eat one herself. One for her and 1 for the 6 other girls. haha! It was super yummy. Very seasoned and smooth. Really enjoy my meal here. Service was good and the atmosphere was cozy. Reservation recommended. Outside seating available with heating lamps. The others small plates we got was their **pan roasted black mussels, Mexican chorizo, market chili & cilantro. I'm not a big fan of mussels but the broth was to die for. I use their bread to soak up the broth. YUM! I'm a french fries lover therefore we got an order of the **house cut fries & three dips and a salad, **regular green salad with cheese. The fries was pretty good, crispy. As for entress, their fresh spaghetti is the best i ever had. Its different, not traditional. With their starbelly bacon, jalapeño, tomato sauce, basil & shaved grana. It's so freaken DELICIOUS!!. The jalapenos and bacon gave it an amazing taste, full of flavor. We ordered 2 pizzas, their **starbelly bacon, jalapeño, arugula & green goddess dressing. Taste like the pasta. Still pretty good. Thin crust and crispy. The arugula added a good fresh touch to it. We also order the **market mushrooms, cave aged gruyere, thyme & roasted onions. I really like this one. Not as much savory taste but i like the way its different mushrooms. Different not a tomato base pizza. My vegetarian friend got their **veggie burger, dried pea & quinoa patty, cucumbers, white bean puree, LTO & curry yogurt. She said it was good. Lots of flavor to her burger.",288,1653,75
"This is a local restaurant for me, literally a half a block from my house.  They have the best patè ever, the grilled bread and onion jam is amazing.  Unfortunately, that's where tonight's meal ended.  The evening started with making me wait outside in the rain for 10 minutes after being told that they would let me know when my order was ready.  I finally went back in and retrieved my order.  The pizza was over cooked and cold when I got it home (1/2 block)!  I realize that they are trying to do their best, but this was not good enough for my money.  I will be back but will only eat in from now on!  I ordered online and showed up at my specified time and then was sent out and then never told to come back in",140,716,66
"Came here for SF Restaurant Week for their $15 lunch menu and I LOVEEEDDD IT!! The portions aren't huge, but it was actually perfect for me and my friends. The pate was the most generous portion and I was definitely find with that!!We also ordered the cauliflower soup which was light and fluffy - would've been great to wet the appetite. Pate was greattttttttttttt - but I LOVE pate generally, so they really couldn't have gone wrong. Extra delicious with mustard and jelly. yum!The fried chicken po' boy was small..like biscuit size. But it was actually better that way because I was going to be comatose for work regardless. Really good, crispy, yummy, juicy chicken..lol! SO GOOD.FINALLY, dessert was the salted pot de creme with a ginger cookie. The dessert was perfectly sweetened and the cookie really did wonders to balance out the whole dessert. Lovelovelovedddd this Restaurant Week menu and all for $20? Heck yeah!",156,925,58
"My friend and I came for lunch one day for Restaurant Week. The deal was $15 for a 3 course meal (what a steal!)I started with the House Made Pate, Fried Chicken Poboy, and finished with the Salted Caramel Pot de Creme. I thoroughly enjoyed all three and wanted more of everything. Service was awesome, and food came out fast. I'm so happy I got to try all of these dishes for such a great price - can't wait for next year already!",83,431,28
The place is lit! Chicken liver is pretty rich and tasty. Margherita pizza is good too but not surprisingly good. It was a bit short of hands on a Friday night.,31,160,12
"I don't understand how this place gets any more than 2 stars, especially in SF. We ordered:- Chicken pâté (Good, flavorful)- Salumi platter (Just okay, nothing special)- French fries (All soggy, not a single crispy fry and sauces were meh)- Bacon pizza (The entire middle of this pizza came out soggy and wet, pretty much disintegrating the crust in the middle/bottom)- Steak with yucca fries (Probably one of the worst, chewiest, inedible, steaks I've ever had. Flavorless, and couldn't even finish one slice. The yucca fries should be called yucky fries. They were as dry as bark. We regret not sending it back.)- Bacon jalapeño spaghetti (My favorite dish of the night - the noodle texture and sauce flavor was delicious, and the jalapeño kick was perfect. The only issue with this one was the several hard pieces of bacon in the dish) - White sangria (Even this was so bland!)In short, I really regret wasting my money here and I am truly confused why people like this place. I think they like the ambience but I definitely will not be wasting a meal here again.",186,1066,63
"My friend and I just made Starbelly our go to spot for lunch, brunch and dinner. Food is great and the bartenders know how to make a solid drink.",29,145,12
"We stopped in here on a Saturday night and the place was relatively quiet. We got seated right away and ordered a round of beers. When it came to our order, we got fries, brussel sprouts, the burger, and a margherita pizza to share among 3 of us. The sprouts were excellent and a no-brainer if you like brussel sprouts. The fries were super crispy and the pizza was excellent as well. The best part was the meal was extremely cheap and the food was very satisfying for the price. I'll definitely be back!",94,504,39
"Cute inside but all the food I tried wasn't that good.I got the chorizo + egg pizza, didn't like the toppings but the dough was good.I tried the bacon pizza, I didn't like how the strips of bacon were fatty/chewy and crispy. I would have preferred bacon crumbles instead of bacon strips.The fries, meanwhile, are delicious. I would definitely get the fries again, they're skinny and crispy and flavorful. The pizzas at Doppio Zero on Hayes Street are MUCH better.",80,463,27
"Met up with my girlfriend here for  brunch and  really enjoyed my experience. The restaurant is spacious with a bar, indoor and it's done a seating. There's plenty of natural light inside which I appreciated. We ordered Prosecco and some coffees and they were delivered to the table within 6 minutes, evenn on a busy Saturday. Our server was friendly and the food was delicious. The chicken and waffles were cooked to perfection, and the Italian eggs had a sauce that reminded me of my  Nana's! I'd definitely come back here",91,524,40
"Neighborhood gem. Brunch is fantastic. I love the food, service and the vibe. Couldn't decide between breakfast and pizza so I ordered the chorizo and egg pizza. Solid choice.",29,175,9
"Had a business lunch there, and while it's a little loud for that, the food more than made up for it!One person had the burger, two people had Starbelly salad with steak, and I had the fried chicken po-boy. All I can say ahhh-m-aazzing! The slaw on the po-boy had a light dressing with jalapeños in it and the chicken was perfectly cooked with a light breading. I honestly could have eaten three of these things! That being said, my fries were underwhelming shoestring-ish fries. They weren't bad, but not great either.I wish we could have eaten outside, but that space was reserved by a very large party. Maybe next time...",111,624,48
"*** In Short ***Cozy venue serving up an extensive menu of affordable eats.*** In Depth ***Having made the mistake of driving to the nearby tiki bar despite my friend's warnings about the heavy pours, I was in dire need of food and time to sober up. In came Starbelly to the rescue, where the staff let me in even though I arrived 20 minutes before closing.Hungry as I was, my waitress did warn me that their servings were pretty generous, so I had to taper down the greediness that my eyes felt perusing their menu, settling for their supposedly famous bacon spaghetti, which, while tasty, would have benefited from a bit more noodles to balance out the generous portions of bacon (or, you know, less bacon, but why would you do that?!)Definitely planning to come back to try more of the menu, but the pasta alone earns them a solid 3.5 stars for now!***Accessibility Info***Venue - Spacious, with a mix of seating, plenty of which are accessible.Bathroom - Didn't try them.",171,975,69
"My first time having brunch here was a delight.  There were so many things on the menu that I had a hard time deciding what to have.  I didn't pause though on the Strawberry Alarm Clock cocktail.  Mmmmm, that was good!My husband went with the loco moco, which I was thinking about.  He then strongly suggested the chicken and waffles, I'm guessing more because he wanted to try it.  I mean, I love chicken and waffles too, but I really needed to change up my brunch game.  I decided on the chilaquiles, which I haven't had in a long time.  Our server was very friendly and when I asked to add an egg, she mistakenly said the chilaquiles came with it.  When my dish came out without it, she was right there to admit that it was her first day and she was still getting used to the menu and being on her own.  No worries, she quickly placed an order for my eggs and it came out quickly to add with my dish.  The chilaquiles was good both with and without the egg and I'd probably make a trip here if I'm ever in the mood for it again.  I only got a small bite of the loco moco, which means it was probably really good since my husband ate it so quickly.Going early was great as we got a table right away and didn't have to deal with the brunch crowd that gathered as we were leaving.  I'm looking forward to another trip to Starbelly, especially hoping we get the same server as she was so nice on her first day.",273,1409,127
"Food is consistently delicious, but also wanted to shout out the very safe-feeling parklet dining that include plastic barriers between tables, covered seating as well as above head heaters. Waiters and staff were also very Covid-safe. Cannot recommend enough for folks who are very Covid-safe.",45,294,18
"Dear Starbelly,I understand it's Covid and you want to make money off of turning your tables quickly. Thanks for telling me that multiple times.Diners beware that the restaurant has a strict dining time limit that they enforce religiously. Be prepared for your waiter to start rushing you out the door 45 minutes before the end of an arbitrary time limit (they tell you after you sit down) and start pushing you out. Rude and pushy attitudes included.No consideration given if the restaurant serves your food and drinks late. Dining time is also supposed to encompass the diner packing up their food. Maybe you can give a courtesy heads up that you expect me to chug the cocktail you just served me.Star belly, fix your attitude and your system.",128,745,55
"The Italian eggs are a must! The salads are great too. Also, and very important to me, the French Press coffee is strong, bold and excellent!",26,141,9
"One of the worst dining experiences I've had in SF. We came for my boyfriend's birthday last night in a party of 6 and from the first moment we spoke to the hostess, she was extremely rude and curt with us and seemed to consistently berate us for being 10 mins late even though the table wasn't even ready after our party had arrived. They also told us we had only 90 mins to eat but then did not bring us our 2nd course of food until 75 mins into the dinner so we had to rush to eat. The hostess/waitress consistently berated is throughout the evening. Wished I read the previous reviews about service here. Really don't understand why they would treat people this way especially since this was for a birthday celebration. Called the manager to calmly explained the situation, but it was the same attitude. Highly do not recommend and will not be coming back.",158,860,72
"Starbelly is what I would call a hidden gem.  It's located just slightly off the main thoroughfare and I would not have known of this place if it weren't for a friend taking us there.My friends and stopped by after attending an event at the Castro Theatre.  It was fairly late on a weekday but they had availability so off we went!Starbelly has a decent sized menu with plenty of options for diners.  One friend and I each chose to order a pizza while another chose the burger.  I chose the pizza Margherita with an added topping of mushrooms.  The crust was thin and had some chew.  The pizza was flavorful and its ingredients fresh.   My friends also enjoyed their meals.  The dishes are simply prepared and allow for the ingredients to shine.While the food here is good, the staff and the service really stand out.  Patrons consisted of couples and groups on my visit.  It's a nice spot to meet up and have a good time.",168,922,75
"I got here on a Monday right around noon and it was pretty empty, or maybe everyone was in the back, but I got seated immediately for two. The vibe is unassuming and quite nice. Service was quick right at the beginning, but when we needed to look the menu over a bit longer, it felt like we were forgotten about for a while and had to actively wave someone down to order. I ordered the chilaquiles. It was served with a side house salad which was good as a side. Simple, and easy. The chilaquiles were quite good. A nice crunch a covered in flavor, though I did kinda want more sour cream everywhere or maybe a lime as it could've used a bit more acidity. Still quite good. I had a taste of my friend's Loco moco and it was a very interesting play on the Hawaiian dish. The sauce (usually gravy) was light and tangy. It caught me off guard, so I'm not sure if I really liked the variation. Honestly the burger patty wasn't that impressive either. All in all, a good experience. Not the best brunch in town, but at least the food was sold and there was no wait at all.",207,1067,91
"always, always a fine experience.  lovely menu and gracious service.  i'm a huge fan.",14,85,3
"Great food but service was questionable. We made a reservation and were seated right away. We ordered drinks and a couple pizzas as appetizers. They brought our drinks , appetizers and mains all at once. We were still enjoying our dinner and they brought the bill. They didn't ask if we wanted dessert or any after dinner drinks.I asked if we could still order a round of drinks even though they closed us out and they yes but you only have 15 minutes left and we have a reservation for this table.We were there less than an hour. I won't be back just for the fact that they rushed us out",111,588,53
"Nice ambiance, that's it. Definitely not kid friendly. We made a reservation ahead of time. When we arrived with 2 strollers, they still put us in the back in the super crowded patio on a table shared with another group while the entire front of the restaurant was empty. I couldn't tie my toddler's booster chair onto their trendy chairs so I had to use one of their high chairs which was filthy like it had been sitting next to a dumpster.I ordered the Sunnyside Joe's which was basically a regular ground beef patty with a few sunny side up eggs and hella cheese piled on top which took over the whole dish. The potatoes on the side were crispy, dry and over cooked. On a positive note, the coffee was really good.",133,717,54
Excellent dood and service but far too rushed. Tables booked too close together. We were 10 minutes late and rushed out. 1.5h isn't enough tj,25,141,7
Excellent dood and service but far too rushed. Tables booked too close together. We were 10 minutes late and rushed out. 1.5h isn't enough time.,25,144,7
"The place was nice, my friend and I sat at the back patio. As soon as we arrived hostess told us we can only dine in for an hour because they were overbooked which we sort of understood. Fast forward to dinner, food was okay but could have been better. My friend had a birthday that day, which we mention when we did a reservation, we asked our server to bring us a dessert menu which he replied that our time is over and we need to leave. I mean the dessert would not have taken us hours to finish, but it was just very rude to kick us out, especially in a very special occasion",116,579,59
"I always seem to be the happiest when I'm in the beautiful city . To me, San Francisco is not only liberal, but also a judgement free zone , a place where you can find amazing and unique types of cuisine, and a place where you can experience winter during the summertime . One of my favorite places would have to be star belly . Sure, it can easily be mistaken for a place only hipsters would go to but, trust me! The food will distract you and put you in a daze . The first time I had it was when we got into town pretty late and my cousin wanted to take us out for a late dinner.  She raved about how she and her gfs often go there during lunch breaks and how the docs way burger was featured on a food network show . Mm burgers always sound like a good idea ! We arrived around 10 P.M. with no sight of a packed restaurant . That's always a good sign, imo. We got seated right away, and were given sparkling waters upon request . Believe it or not, sparkling water really clears the palette better than regular agua :) after seeing their drink menu , I was really intrigued by their lavender lemonade . I don't think I could ever get tired of lavender . It's in my diffuser at home , it puts me in a relaxed mood, and thanks to Starbelly it's one of my favorite drinks ! We all shared a kale Caesar and bacon pizza to start . The reason why it took me so long to review this place is because I was in food heaven this whole time and just recently came back . Sorry, guys ! Let me just say that you can never go wrong with the menu items that contain "" bacon jalapeño "" here at Starbelly . The pizza contains a tasty red sauce , bacon , cheese, and fresh arugula sprinkled on top . A for presentation and a plus for the taste . All of that yummy stuff sat on a thin cracker crust which allows you to soak up all the great flavors of the toppings instead of getting too overwhelmed if it were to have a thick doughy crust . They definitely compliment each other like colors ;) The kale Caesar wasn't too heavy as they were pretty easy on the dressing and cheese . Their dressing is made in house and they use Dino kale ! Pretty fresh and vibrant . My boyfriend ordered the docs way burger and it did not disappoint whatsoever ! I was able to take a bite and understand why it was featured on television. The duck pate on the burger is out of this world ! MUST. TRY.!  Review PT 2: Just last night , my friends from the city wanted to catch up and have a celebratory dinner for my friend and I. ( it was my friends one year post brain surgery anniversary and my 3 week post surgery anniversary ) it was my turn to choose where to eat so, I chose star belly ! Making a reservation for 7 was quick and easy . We immediately got seated and Annie, our server took our drink orders right away . After raving about their lavender lemonade, my girls decided to order it that night .Since my picky little cousins joined us too, we ordered the house cut fries appetizer for them, and a customized pizza . Something very close to a pepperoni pizza, please ! No problem at all, they were able to do it :) My boyfriend and I were still very full from off the grid so we ended up sharing a kale Caesar and bacon jalapeño spaghetti . According to Rodney H, their spaghetti is famous lol . Those spaghetti noodles were cooked to al dente perfection ! That dish is tdf! Oh so warm and comforting ! I was in all "" mmmmmms."" That night . My friend ordered it too and had the same feelings about it . After inhaling all our delicious meals, we had a sweet tooth and decided on ordering three types of dessert to share . We opted for : warm toffee cake, a scoop of the secret breakfast ice cream, and the rice pudding . The toffee cake won my heart that night . As my friends said "" it was an orgasmic virginal experience "" whoops! Inappropriate! Lol the secret breakfast was divine ! I'd have it for breakfast every morning if I could . The rice pudding was rich, creamy, and tart from the cherries . It was a very comforting dish . We ended up all leaving with smiles on our faces and parties in our tummys. Thanks for the night to remember , belly of a star !",821,4142,315
"We went here on a Sunday, so we knew what to expect crowd wise. The place doesn't have much standing room if you're waiting for a table. Probably better to make a reservation ahead of time. The main table are those large communal tables, where you might be seated next to a stranger. Not much of liquor selection for a brunch location. I ended up getting a beer. The food was good, and had great presentation. I'm only a bit turned off by this place because my collegue's fork was spotty, and the person next to me had strand of hair on her plate. In their defense, they did replace those items, but it wasn't enough for me to visit a second time.",123,647,58
"The space is beautiful, all weathered wood and a gorgeous back patio. I ordered the French toast with fruit compote, marscapone and pistachios. It was rich and well balance with sweet and savory flavors. My friend got the corn pizza which was also delicious. I would definitely go for brunch again.",51,298,15
Requested a patio seating on a  reservation  24 hrs  earlierbut when we showed up we were informed the patio was  reservedfor a  graduation?    Poor mans choice  was the  seating in the street area. Still not a fan of this as it feels unsafe with angry  speeding traffic most of the time.Staff was  chaotic  but tried real hardFood and pricing very goodChecking in     seating and  getting  drinks seemed to be the most  chaotic,75,428,35
"Starbelly has great outdoor seating with heaters and plants that make you feel cozy. Good service and not too loud. Waitress was super nice and offered to make a custom lavender latte ~.  4.5/5 vibes5/5 serviceChilaquiles were good, but the chips were too soggy. The salad that came with it was good but didn't really compliment the chilaquiles - would have preferred another flavor to go with the chips.Jalapeño arugula bacon pizza was flavored amazingly and had a very good crust. The center of the pizza was droopy so made it hard to distribute.The ratio of chicken to waffles was perfect but was a little dry and could have used more syrup. Bread was really soft and nice! Cake of donut was light and airy but passionfruit overwhelmed so couldn't taste chocolate really. 3.5/5 food",135,785,56
